"Tax class business incl. VAT","Negócio de classe fiscal incl. IVA","module","Geissweb_Euvat"
"Tax class business excl. VAT","Negócio de classe fiscal sem IVA","module","Geissweb_Euvat"
"Disable Cross-Border-Trade (for non EU)","Desactivar Comércio Transfronteiriço (para fora da UE)","module","Geissweb_Euvat"
"Disable Cross-Border-Trade (for valid VAT numbers)","Desactivar Cross-Border-Trade (para números de IVA válidos)","module","Geissweb_Euvat"
"Enable customer country net price","Activar o preço líquido do país do cliente","module","Geissweb_Euvat"
"Enable to calculate the net price according the tax rate of the customers country instead of your domestic country. Will only work when admin prices are used including tax.","Permitir calcular o preço líquido de acordo com a taxa de imposto do país do cliente, em vez do seu país nacional. Só funcionará quando os preços administrativos forem utilizados, incluindo impostos.","module","Geissweb_Euvat"
"Net price countries","Países de preço líquido","module","Geissweb_Euvat"
"Do not use dynamic tax class for these groups","Não utilizar a classe de imposto dinâmica para estes grupos","module","Geissweb_Euvat"
"Use dedicated consumer tax class on website level","Usar classe de imposto de consumo dedicada ao nível do website","module","Geissweb_Euvat"
"Enable this option if you want to calculate a different base tax rate in websites or stores. For example if your main website ships from one country with 20% tax and another website from a country with 25% tax. You have to create one additional tax rule (with other rates) and change the consumer tax class above to the class used in the rule.","Habilite esta opção se quiser calcular uma taxa de imposto base diferente em websites ou lojas. Por exemplo, se o seu website principal for enviado de um país com 20% de imposto e outro website de um país com 25% de imposto. Tem de criar uma regra fiscal adicional (com outras taxas) e alterar a classe de imposto sobre o consumidor acima para a classe utilizada na regra.","module","Geissweb_Euvat"
"Shipping VAT Settings","Definições de envio do IVA","module","Geissweb_Euvat"
"Use dynamic shipping tax class","Usar classe de taxa de transporte dinâmica","module","Geissweb_Euvat"
"Apply the reduced shipping tax class for shipping tax, when the reduced products in cart have the largest total, or apply the highest tax class/rate found in cart.","Aplicar a classe de taxa reduzida para o imposto de remessa, quando os produtos reduzidos no carrinho têm o maior total, ou aplicar a classe/taxa de taxa mais elevada encontrada no carrinho.","module","Geissweb_Euvat"
"Reduced product tax class","Classe de imposto reduzido sobre produtos","module","Geissweb_Euvat"
"Super reduced product tax class","Classe de imposto sobre produtos super reduzida","module","Geissweb_Euvat"
"Please select the product tax class for reduced products.","Por favor, seleccione a classe de imposto do produto para produtos reduzidos.","module","Geissweb_Euvat"
"Reduced shipping tax class","Classe de taxa de transporte reduzida","module","Geissweb_Euvat"
"Super reduced shipping tax class","Classe de taxa de transporte super reduzida","module","Geissweb_Euvat"
"Please select the shipping tax class for reduced shipping.","Por favor, seleccione a classe de taxa de transporte para transporte reduzido.","module","Geissweb_Euvat"
"Group Assignment","Atribuição de grupos","module","Geissweb_Euvat"
"Use customer group assignment","Utilizar atribuição de grupo de clientes","module","Geissweb_Euvat"
"Assign customers to groups based on their default billing address and VAT Number validation data.","Atribuir clientes a grupos com base no seu endereço de facturação padrão e nos dados de validação do número de IVA.","module","Geissweb_Euvat"
"Overwrite actual customer group on guest orders","Sobregravar o grupo de clientes reais em encomendas de convidados","module","Geissweb_Euvat"
"Useful for ERP integration, where tax status is determined by customer group.","Útil para a integração ERP, onde o estatuto fiscal é determinado pelo grupo de clientes.","module","Geissweb_Euvat"
"Group for business with valid VAT-ID","Grupo para empresas com identificação IVA válida","module","Geissweb_Euvat"
"Group for domestic businesses","Grupo para empresas nacionais","module","Geissweb_Euvat"
"Group for customers outside EU","Grupo para clientes fora da UE","module","Geissweb_Euvat"
"Group for customers with invalid VAT numbers","Grupo para clientes com números de IVA inválidos","module","Geissweb_Euvat"
"Group for customers on technical errors","Grupo para clientes sobre erros técnicos","module","Geissweb_Euvat"
"Excluded Groups","Grupos Excluídos","module","Geissweb_Euvat"
"The selected groups will be excluded from the group assignment after each address save. Use this for discount groups.","Os grupos seleccionados serão excluídos da atribuição do grupo após cada morada guardada. Utilizar isto para grupos de desconto.","module","Geissweb_Euvat"
"Catalog price display type by customer group","Tipo de exibição de preços de catálogo por grupo de clientes","module","Geissweb_Euvat"
"Catalog Price Display","Visualização de preços de catálogo","module","Geissweb_Euvat"
"Enable address fields on registration page","Activar os campos de endereço na página de registo","module","Geissweb_Euvat"
"Field validation at Customer Registration","Validação de campo no Registo de Clientes","module","Geissweb_Euvat"
"Field validation at Customer Address Edit","Validação de campo na página de edição de endereço do cliente","module","Geissweb_Euvat"
"Field validation at Checkout","Validação de campo na caixa","module","Geissweb_Euvat"
"VAT number field Tooltip","Campo do número de IVA Dica de ferramenta","module","Geissweb_Euvat"
"VAT number field delay","Atraso no campo do número de IVA","module","Geissweb_Euvat"
"Field visible countries","Países visíveis no terreno","module","Geissweb_Euvat"
"Ask customer to set the country automatically","Pedir ao cliente para definir o país automaticamente","module","Geissweb_Euvat"
"Periodic Revalidation","Revalidação periódica","module","Geissweb_Euvat"
"Enable Periodic Revalidation","Activar a Revalidação Periódica","module","Geissweb_Euvat"
"Select if VAT numbers should be validated on customer login if unvalidated or within revalidation period","Seleccione se os números de IVA devem ser validados no login do cliente se não forem validados ou dentro do período de revalidação","module","Geissweb_Euvat"
"Revalidation Period","Período de Revalidação","module","Geissweb_Euvat"
"Please note that the more requests you do to the interface, the more likely it is that the validation fails for technical reasons.","Note que quanto mais pedidos fizer à interface, mais provável é que a validação falhe por razões técnicas.","module","Geissweb_Euvat"

"Get your license keys <a href='https://www.geissweb.de/customer/account/' target='_blank'>here</a>.","Obtenha as suas chaves de licença <a href='https://www.geissweb.de/customer/account/' target='_blank'>aqui</a>.","module","Geissweb_Euvat"
"If this is your production Magento installation, please select 'Production'.","Se esta é a sua instalação Magento de produção, seleccione por favor 'Produção'.","module","Geissweb_Euvat"
"Enable or disable debug logging. It is strongly recommended to disable it after debugging.","Activar ou desactivar o registo de depuração. É fortemente recomendado desactivá-lo após a depuração.","module","Geissweb_Euvat"
"This binds your server IPv4 address to the request made to VIES instead of using your IPv6 address. You might need to enable this depending on your hosting environment. Enable it if you have problems with VIES connectivity.","Isto vincula o seu endereço IPv4 do servidor ao pedido feito à VIES em vez de utilizar o seu endereço IPv6. Poderá ter de o activar, dependendo do seu ambiente de alojamento. Habilite-o se tiver problemas com a conectividade VIES.","module","Geissweb_Euvat"
"Your IPv4 server address (example: 192.168.100.10)","O seu endereço de servidor IPv4 (exemplo: 192.168.100.10)","module","Geissweb_Euvat"
"Use dynamic application of customer tax class, independet from the customer group.","Utilizar a aplicação dinâmica da classe de imposto do cliente, independente do grupo de clientes.","module","Geissweb_Euvat"
"Choose the class, for customers from your domestic country or without (or invalid) VAT Number.","Escolha a classe, para clientes do seu país ou sem (ou inválido) número de IVA.","module","Geissweb_Euvat"
"Choose the class, for customers from your domestic country with valid VAT Number.","Escolha a classe, para clientes do seu país com número de IVA válido.","module","Geissweb_Euvat"
"Choose the class, for customers from EU countries with valid VAT Number.","Escolha a classe, para clientes de países da UE com número de IVA válido.","module","Geissweb_Euvat"
"Order totals will be net (without VAT) instead gross for these customers. Applies only when CBT is enabled.","Os totais das encomendas serão líquidos (sem IVA), em vez disso, brutos para estes clientes. Aplica-se apenas quando a CBT é activada.","module","Geissweb_Euvat"
"Fixed tax calculation based on the customer tax class of the customer group.","Cálculo de imposto fixo com base na classe de imposto do grupo de clientes.","module","Geissweb_Euvat"
"Set the desired customer group for EU business customers with valid VAT-ID.","Definir o grupo de clientes desejado para clientes empresariais da UE com identificação IVA válida.","module","Geissweb_Euvat"
"Set the desired business customer group for customers with valid VAT number from the store country.","Definir o grupo de clientes empresariais desejado para clientes com número de IVA válido do país da loja.","module","Geissweb_Euvat"
"Set the desired customer group for foreign customers outside the EU.","Definir o grupo de clientes desejado para clientes estrangeiros fora da UE.","module","Geissweb_Euvat"
"Set the desired group for customers who used an invalid VAT number (validated through the interface).","Definir o grupo desejado para os clientes que utilizaram um número de IVA inválido (validado através da interface).","module","Geissweb_Euvat"
"Customers will be assigned to this group, if the interface did not respond due to maintenance or connection errors.","Os clientes serão atribuídos a este grupo, se a interface não tiver respondido devido a erros de manutenção ou de ligação.","module","Geissweb_Euvat"
"This only has effect on the display type, not if the actual prices are incl. or excl. VAT. Rules overwrite the default setting at tax configuration 'Display Product Prices In Catalog'.","Isto só tem efeito no tipo de visor, não se os preços reais forem incl. ou sem IVA. As regras substituem a configuração por defeito na configuração fiscal ""Mostrar preços de produtos em catálogo"".","module","Geissweb_Euvat"
"Enable VAT field functionality","Activar a funcionalidade do campo do IVA","module","Geissweb_Euvat"
"Show the customer address fields, together with the VAT Number field on the registration page. The field is only displayed if Enable VAT field functionality is set to Yes, or you need to manually add it to the form.","Mostrar os campos do endereço do cliente, juntamente com o campo do número de IVA na página de registo. O campo só é exibido se Activar a funcionalidade do campo de IVA estiver definido para Sim, ou se precisar de o adicionar manualmente ao formulário.","module","Geissweb_Euvat"
"Empty value will disable the tooltip.","O valor vazio irá desactivar a ponta da ferramenta.","module","Geissweb_Euvat"
"Enter the delay in milliseconds to validate numbers while customer types. 1000ms = 1 second, default 3000ms.","Introduza o atraso em milissegundos para validar números enquanto tipos de clientes. 1000ms = 1 segundo, por defeito 3000ms.","module","Geissweb_Euvat"
"Select for which countries the VAT number field should be visible.","Seleccionar para que países o campo do número de IVA deve ser visível.","module","Geissweb_Euvat"
"If the country of the VAT number is different from the current country selection, ask the customer to automatically set the country according to the VAT number country.","Se o país do número de IVA for diferente da selecção do país actual, peça ao cliente para definir automaticamente o país de acordo com o país do número de IVA.","module","Geissweb_Euvat"

"VAT number validation details will be set automatically after you save the address.","Os detalhes de validação do número de IVA serão definidos automaticamente depois de guardar o endereço.","module","Geissweb_Euvat"
"Always including VAT countries","Sempre incluindo países com IVA","module","Geissweb_Euvat"
"Even with a valid VAT number, always calculate VAT for these countries (requires a tax rate for this country in the tax rule to calculate VAT). It is not required to select the domestic country here.","Mesmo com um número de IVA válido, calcular sempre o IVA para estes países (requer uma taxa de imposto para este país na regra fiscal para calcular o IVA). Não é necessário seleccionar aqui o país nacional.","module","Geissweb_Euvat"
"Use the tax class with largest total","Utilizar a classe de imposto com o maior total","module","Geissweb_Euvat"
"Use the tax class with the highest rate","Usar a classe de imposto com a taxa mais alta","module","Geissweb_Euvat"

"Offline Validation Fallback","Validação off-line de falhas","module","Geissweb_Euvat"
"Accept VAT numbers as valid when syntax is correct but validation interface is unavailable (offline, member state offline or not responding due to timeout).","Aceitar números de IVA como válidos quando a sintaxe está correcta mas a interface de validação não está disponível (offline, estado membro offline ou não responde devido a timeout).","module","Geissweb_Euvat"
"Offline Validation Countries","Países de Validação Offline","module","Geissweb_Euvat"
"Apply the offline fallback only for these countries.","Aplicar o recuo offline apenas para estes países.","module","Geissweb_Euvat"
"Price Display Type By Customer Group","Tipo de exibição de preços por grupo de clientes","module","Geissweb_Euvat"
"Change the price display depending on the customer group. If you specify the customer group more than once in a ruleset, the first occurance is used.","Alterar a afixação do preço em função do grupo de clientes. Se especificar o grupo de clientes mais de uma vez num conjunto de regras, é utilizada a primeira ocasião.","module","Geissweb_Euvat"
"Add display rule","Adicionar regra de visualização","module","Geissweb_Euvat"
"Catalog Product Price Display","Visualização de preços de produtos de catálogo","module","Geissweb_Euvat"
"Cart Product Price Display","Apresentação do preço do produto no carrinho","module","Geissweb_Euvat"
"Cart Subtotal Price Display","Subtotal do Carrinho Mostrar Preço","module","Geissweb_Euvat"
"This only has effect on the display type, not if the actual prices are incl. or excl. VAT. Rules overwrite the default setting at tax configuration 'Shopping Cart Display Settings => Display Prices'.","Isto só tem efeito no tipo de visor, não se os preços reais forem incl. ou sem IVA. As regras substituem a configuração por defeito na configuração de impostos ""Configurações de visualização do carrinho de compras => Preços de visualização"".","module","Geissweb_Euvat"
"This only has effect on the display type, not if the actual prices are incl. or excl. VAT. Rules overwrite the default setting at tax configuration 'Shopping Cart Display Settings => Display Subtotal'.","Isto só tem efeito no tipo de visor, não se os preços reais forem incl. ou sem IVA. As regras substituem a configuração por defeito na configuração de impostos ""Configurações de exibição do carrinho de compras => Exibir Subtotal"".","module","Geissweb_Euvat"

"Identify the domestic country by","Identificar o país nacional por","module","Geissweb_Euvat"
"The VAT number country prefix if specified, from the country setting otherwise","O prefixo do país do número de IVA, se especificado, a partir do país de outro modo","module","Geissweb_Euvat"
"The country setting only","Apenas o cenário do país","module","Geissweb_Euvat"
"Amongst other things, the domestic country is used to identify domestic business customers.","Entre outras coisas, o país doméstico é utilizado para identificar clientes comerciais domésticos.","module","Geissweb_Euvat"
"The requester VAT number must belong to the domestic country configured below in the VAT Settings. It will be used for the validation request to the interface.","O número de IVA do requerente deve pertencer ao país nacional configurado abaixo nas definições do IVA. Será utilizado para o pedido de validação para a interface.","module","Geissweb_Euvat"
"-- None --","-- Nenhum --","module","Geissweb_Euvat"

"Required (accept any value)","Necessário (aceitar qualquer valor)","module","Geissweb_Euvat"
"Currently we can not validate VAT numbers from the United Kingdom.","Actualmente não podemos validar os números de IVA do Reino Unido.","module","Geissweb_Euvat"
"VAT number field Placeholder","Campo do número de IVA Local de instalação","module","Geissweb_Euvat"
"Empty value will disable the placeholder.","O valor vazio incapacitará o local de alojamento.","module","Geissweb_Euvat"

"Enable EU to UK delivery VAT Threshold calculation","Permitir o cálculo do limiar do IVA para entrega na UE no Reino Unido","module","Geissweb_Euvat"
"Calculate VAT unless threshold is exceeded.","Calcular o IVA, a menos que o limiar seja ultrapassado.","module","Geissweb_Euvat"
"Delivery to UK","Entrega no Reino Unido","module","Geissweb_Euvat"
